chapter,sense,lemma,sentence,sentence_start_char,sentence_end_char
18,SIGHT,look,"As I sat in my usual nook, and looked at him with the light of the girandoles on the mantelpiece beaming full over him—for he occupied an arm-chair drawn close to the fire, and kept shrinking still nearer, as if he were cold, I compared him with Mr. Rochester.",22059,22319
18,SIGHT,light,"As I sat in my usual nook, and looked at him with the light of the girandoles on the mantelpiece beaming full over him—for he occupied an arm-chair drawn close to the fire, and kept shrinking still nearer, as if he were cold, I compared him with Mr. Rochester.",22059,22319
18,TOUCH,cold,"As I sat in my usual nook, and looked at him with the light of the girandoles on the mantelpiece beaming full over him—for he occupied an arm-chair drawn close to the fire, and kept shrinking still nearer, as if he were cold, I compared him with Mr. Rochester.",22059,22319
18,SOUND,breath,"“What is she like?” inquired the Misses Eshton, in a breath.",26007,26069
18,SMELL,breath,"“What is she like?” inquired the Misses Eshton, in a breath.",26007,26069
18,SOUND,voice,"“Indeed, mama, but you can—and will,” pronounced the haughty voice of Blanche, as she turned round on the piano-stool; where till now she had sat silent, apparently examining sundry sheets of music.",26494,26692
18,SIGHT,examine,"“Indeed, mama, but you can—and will,” pronounced the haughty voice of Blanche, as she turned round on the piano-stool; where till now she had sat silent, apparently examining sundry sheets of music.",26494,26692
18,SOUND,hear,"pause—reflect!” was her mama’s cry; but she swept past her in stately silence, passed through the door which Colonel Dent held open, and we heard her enter the library.",28663,28833
18,TOUCH,hold,"pause—reflect!” was her mama’s cry; but she swept past her in stately silence, passed through the door which Colonel Dent held open, and we heard her enter the library.",28663,28833
18,SOUND,breath,"Amy and Louisa Eshton tittered under their breath, and looked a little frightened.",29010,29094
18,SIGHT,look,"Amy and Louisa Eshton tittered under their breath, and looked a little frightened.",29010,29094
18,SMELL,breath,"Amy and Louisa Eshton tittered under their breath, and looked a little frightened.",29010,29094
18,SIGHT,eye,"In the midst of the tumult, and while my eyes and ears were fully engaged in the scene before me, I heard a hem close at my elbow: I turned, and saw Sam.",32638,32793
18,SIGHT,scene,"In the midst of the tumult, and while my eyes and ears were fully engaged in the scene before me, I heard a hem close at my elbow: I turned, and saw Sam.",32638,32793
18,SOUND,hear,"In the midst of the tumult, and while my eyes and ears were fully engaged in the scene before me, I heard a hem close at my elbow: I turned, and saw Sam.",32638,32793
18,SIGHT,see,"In the midst of the tumult, and while my eyes and ears were fully engaged in the scene before me, I heard a hem close at my elbow: I turned, and saw Sam.",32638,32793
19,SIGHT,appearance,I felt now as composed as ever I did in my life: there was nothing indeed in the gipsy’s appearance to trouble one’s calm.,733,855
19,TOUCH,feel,I felt now as composed as ever I did in my life: there was nothing indeed in the gipsy’s appearance to trouble one’s calm.,733,855
19,SOUND,voice,"she said, in a voice as decided as her glance, as harsh as her features.",1255,1329
19,SIGHT,glance,"she said, in a voice as decided as her glance, as harsh as her features.",1255,1329
19,SIGHT,gaze,"Having indulged a while in this sedative, she raised her bent body, took the pipe from her lips, and while gazing steadily at the fire, said very deliberately— “You are cold; you are sick; and you are silly.”",1992,2203
19,TOUCH,cold,"Having indulged a while in this sedative, she raised her bent body, took the pipe from her lips, and while gazing steadily at the fire, said very deliberately— “You are cold; you are sick; and you are silly.”",1992,2203
19,SIGHT,shape,"“I wonder what thoughts are busy in your heart during all the hours you sit in yonder room with the fine people flitting before you like shapes in a magic-lantern: just as little sympathetic communion passing between you and them as if they were really mere shadows of human forms, and not the actual substance.” “I feel tired often, sleepy sometimes, but seldom sad.” “Then you have some secret hope to buoy you up and please you with whispers of the future?” “Not I.",4482,4953
19,SIGHT,shadow,"“I wonder what thoughts are busy in your heart during all the hours you sit in yonder room with the fine people flitting before you like shapes in a magic-lantern: just as little sympathetic communion passing between you and them as if they were really mere shadows of human forms, and not the actual substance.” “I feel tired often, sleepy sometimes, but seldom sad.” “Then you have some secret hope to buoy you up and please you with whispers of the future?” “Not I.",4482,4953
19,SIGHT,form,"“I wonder what thoughts are busy in your heart during all the hours you sit in yonder room with the fine people flitting before you like shapes in a magic-lantern: just as little sympathetic communion passing between you and them as if they were really mere shadows of human forms, and not the actual substance.” “I feel tired often, sleepy sometimes, but seldom sad.” “Then you have some secret hope to buoy you up and please you with whispers of the future?” “Not I.",4482,4953
19,SOUND,whisper,"“I wonder what thoughts are busy in your heart during all the hours you sit in yonder room with the fine people flitting before you like shapes in a magic-lantern: just as little sympathetic communion passing between you and them as if they were really mere shadows of human forms, and not the actual substance.” “I feel tired often, sleepy sometimes, but seldom sad.” “Then you have some secret hope to buoy you up and please you with whispers of the future?” “Not I.",4482,4953
19,TOUCH,feel,"“I wonder what thoughts are busy in your heart during all the hours you sit in yonder room with the fine people flitting before you like shapes in a magic-lantern: just as little sympathetic communion passing between you and them as if they were really mere shadows of human forms, and not the actual substance.” “I feel tired often, sleepy sometimes, but seldom sad.” “Then you have some secret hope to buoy you up and please you with whispers of the future?” “Not I.",4482,4953
19,SIGHT,detect,I cannot remember detecting gratitude in his face.”,8748,8801
19,SMELL,detect,I cannot remember detecting gratitude in his face.”,8748,8801
19,SIGHT,detect,“Detecting!,8801,8812
19,SMELL,detect,“Detecting!,8801,8812
19,SIGHT,detect,"And what did you detect, if not gratitude?”",8838,8883
19,SMELL,detect,"And what did you detect, if not gratitude?”",8838,8883
19,SIGHT,look,"I would advise her blackaviced suitor to look out: if another comes, with a longer or clearer rent-roll,—he’s dished—” “But, mother, I did not come to hear Mr. Rochester’s fortune: I came to hear my own; and you have told me nothing of it.” “Your fortune is yet doubtful: when I examined your face, one trait contradicted another.",9830,10162
19,SOUND,hear,"I would advise her blackaviced suitor to look out: if another comes, with a longer or clearer rent-roll,—he’s dished—” “But, mother, I did not come to hear Mr. Rochester’s fortune: I came to hear my own; and you have told me nothing of it.” “Your fortune is yet doubtful: when I examined your face, one trait contradicted another.",9830,10162
19,SOUND,hear,"I would advise her blackaviced suitor to look out: if another comes, with a longer or clearer rent-roll,—he’s dished—” “But, mother, I did not come to hear Mr. Rochester’s fortune: I came to hear my own; and you have told me nothing of it.” “Your fortune is yet doubtful: when I examined your face, one trait contradicted another.",9830,10162
19,SIGHT,examine,"I would advise her blackaviced suitor to look out: if another comes, with a longer or clearer rent-roll,—he’s dished—” “But, mother, I did not come to hear Mr. Rochester’s fortune: I came to hear my own; and you have told me nothing of it.” “Your fortune is yet doubtful: when I examined your face, one trait contradicted another.",9830,10162
19,SIGHT,form,"I have formed my plans—right plans I deem them—and in them I have attended to the claims of conscience, the counsels of reason.",12639,12766
19,SOUND,attend,"I have formed my plans—right plans I deem them—and in them I have attended to the claims of conscience, the counsels of reason.",12639,12766
19,SIGHT,detect,"I know how soon youth would fade and bloom perish, if, in the cup of bliss offered, but one dreg of shame, or one flavour of remorse were detected; and I do not want sacrifice, sorrow, dissolution—such is not my taste.",12767,12985
19,SMELL,detect,"I know how soon youth would fade and bloom perish, if, in the cup of bliss offered, but one dreg of shame, or one flavour of remorse were detected; and I do not want sacrifice, sorrow, dissolution—such is not my taste.",12767,12985
19,TASTE,taste,"I know how soon youth would fade and bloom perish, if, in the cup of bliss offered, but one dreg of shame, or one flavour of remorse were detected; and I do not want sacrifice, sorrow, dissolution—such is not my taste.",12767,12985
19,SIGHT,note,"I knew gipsies and fortune-tellers did not express themselves as this seeming old woman had expressed herself; besides I had noted her feigned voice, her anxiety to conceal her features.",15479,15665
19,SOUND,note,"I knew gipsies and fortune-tellers did not express themselves as this seeming old woman had expressed herself; besides I had noted her feigned voice, her anxiety to conceal her features.",15479,15665
19,SOUND,voice,"I knew gipsies and fortune-tellers did not express themselves as this seeming old woman had expressed herself; besides I had noted her feigned voice, her anxiety to conceal her features.",15479,15665
19,SOUND,breath,As I spoke he gave my wrist a convulsive grip; the smile on his lips froze: apparently a spasm caught his breath.,16743,16858
19,SMELL,breath,As I spoke he gave my wrist a convulsive grip; the smile on his lips froze: apparently a spasm caught his breath.,16743,16858
19,TOUCH,grip,As I spoke he gave my wrist a convulsive grip; the smile on his lips froze: apparently a spasm caught his breath.,16743,16858
19,SIGHT,gaze,"Holding my hand in both his own, he chafed it; gazing on me, at the same time, with the most troubled and dreary look.",17425,17545
19,SIGHT,look,"Holding my hand in both his own, he chafed it; gazing on me, at the same time, with the most troubled and dreary look.",17425,17545
19,TOUCH,hold,"Holding my hand in both his own, he chafed it; gazing on me, at the same time, with the most troubled and dreary look.",17425,17545
19,SIGHT,look,"“They don’t look grave and mysterious, as if they had heard something strange?” “Not at all: they are full of jests and gaiety.”",18942,19073
19,SOUND,hear,"“They don’t look grave and mysterious, as if they had heard something strange?” “Not at all: they are full of jests and gaiety.”",18942,19073
19,SIGHT,look,"“But if I were to go to them, and they only looked at me coldly, and whispered sneeringly amongst each other, and then dropped off and left me one by one, what then?",19253,19418
19,SOUND,whisper,"“But if I were to go to them, and they only looked at me coldly, and whispered sneeringly amongst each other, and then dropped off and left me one by one, what then?",19253,19418
19,SOUND,whisper,"“Then, you could dare censure for my sake?” “I could dare it for the sake of any friend who deserved my adherence; as you, I am sure, do.” “Go back now into the room; step quietly up to Mason, and whisper in his ear that Mr. Rochester is come and wishes to see him: show him in here and then leave me.” “Yes, sir.”",19744,20063
19,SIGHT,see,"“Then, you could dare censure for my sake?” “I could dare it for the sake of any friend who deserved my adherence; as you, I am sure, do.” “Go back now into the room; step quietly up to Mason, and whisper in his ear that Mr. Rochester is come and wishes to see him: show him in here and then leave me.” “Yes, sir.”",19744,20063
20,SOUND,murmur,"The sleepers were all aroused: ejaculations, terrified murmurs sounded in every room; door after door unclosed; one looked out and another looked out; the gallery filled.",1743,1913
20,SOUND,sound,"The sleepers were all aroused: ejaculations, terrified murmurs sounded in every room; door after door unclosed; one looked out and another looked out; the gallery filled.",1743,1913
20,SIGHT,look,"The sleepers were all aroused: ejaculations, terrified murmurs sounded in every room; door after door unclosed; one looked out and another looked out; the gallery filled.",1743,1913
20,SIGHT,look,"The sleepers were all aroused: ejaculations, terrified murmurs sounded in every room; door after door unclosed; one looked out and another looked out; the gallery filled.",1743,1913
20,SOUND,noise,"I left the window, and moved with little noise across the carpet; as I stooped to take off my shoes, a cautious hand tapped low at the door.",5125,5267
20,TOUCH,tap,"I left the window, and moved with little noise across the carpet; as I stooped to take off my shoes, a cautious hand tapped low at the door.",5125,5267
20,SIGHT,light,Mr. Rochester stood in the gallery holding a light.,5437,5490
20,TOUCH,hold,Mr. Rochester stood in the gallery holding a light.,5437,5490
20,SIGHT,light,"This door was open; a light shone out of the room within: I heard thence a snarling, snatching sound, almost like a dog quarrelling.",6767,6899
20,SOUND,hear,"This door was open; a light shone out of the room within: I heard thence a snarling, snatching sound, almost like a dog quarrelling.",6767,6899
20,SOUND,sound,"This door was open; a light shone out of the room within: I heard thence a snarling, snatching sound, almost like a dog quarrelling.",6767,6899
20,SIGHT,see,"Mr. Rochester held the candle over him; I recognised in his pale and seemingly lifeless face—the stranger, Mason: I saw too that his linen on one side, and one arm, was almost soaked in blood.",7587,7781
20,TOUCH,hold,"Mr. Rochester held the candle over him; I recognised in his pale and seemingly lifeless face—the stranger, Mason: I saw too that his linen on one side, and one arm, was almost soaked in blood.",7587,7781
20,SIGHT,eye,Mr. Mason shortly unclosed his eyes; he groaned.,8050,8098
20,SOUND,groan,Mr. Mason shortly unclosed his eyes; he groaned.,8050,8098
20,SOUND,groan,"Again the poor man groaned; he looked as if he dared not move; fear, either of death or of something else, appeared almost to paralyse him.",8907,9047
20,SIGHT,look,"Again the poor man groaned; he looked as if he dared not move; fear, either of death or of something else, appeared almost to paralyse him.",8907,9047
20,SOUND,sound,"I experienced a strange feeling as the key grated in the lock, and the sound of his retreating step ceased to be heard.",9227,9348
20,SOUND,hear,"I experienced a strange feeling as the key grated in the lock, and the sound of his retreating step ceased to be heard.",9227,9348
20,TOUCH,grate,"I experienced a strange feeling as the key grated in the lock, and the sound of his retreating step ceased to be heard.",9227,9348
20,SOUND,listen,"Amidst all this, I had to listen as well as watch: to listen for the movements of the wild beast or the fiend in yonder side den.",10847,10976
20,SIGHT,watch,"Amidst all this, I had to listen as well as watch: to listen for the movements of the wild beast or the fiend in yonder side den.",10847,10976
20,SOUND,listen,"Amidst all this, I had to listen as well as watch: to listen for the movements of the wild beast or the fiend in yonder side den.",10847,10976
20,SIGHT,shape,"What creature was it, that, masked in an ordinary woman’s face and shape, uttered the voice, now of a mocking demon, and anon of a carrion-seeking bird of prey?",11435,11597
20,SOUND,voice,"What creature was it, that, masked in an ordinary woman’s face and shape, uttered the voice, now of a mocking demon, and anon of a carrion-seeking bird of prey?",11435,11597
20,SIGHT,see,"Lastly, I saw Mr. Mason was submissive to Mr. Rochester; that the impetuous will of the latter held complete sway over the inertness of the former: the few words which had passed between them assured me of this.",12282,12493
20,TOUCH,hold,"Lastly, I saw Mr. Mason was submissive to Mr. Rochester; that the impetuous will of the latter held complete sway over the inertness of the former: the few words which had passed between them assured me of this.",12282,12493
20,SIGHT,look,"I could not forget his look and his paleness when he whispered: “Jane, I have got a blow—I have got a blow, Jane.”",12910,13024
20,SOUND,whisper,"I could not forget his look and his paleness when he whispered: “Jane, I have got a blow—I have got a blow, Jane.”",12910,13024
20,SIGHT,light,I could not forget how the arm had trembled which he rested on my shoulder: and it was no light matter which could thus bow the resolute spirit and thrill the vigorous frame of Fairfax Rochester.,13025,13222
20,TOUCH,tremble,I could not forget how the arm had trembled which he rested on my shoulder: and it was no light matter which could thus bow the resolute spirit and thrill the vigorous frame of Fairfax Rochester.,13025,13222
20,SOUND,moan,"I cried inwardly, as the night lingered and lingered—as my bleeding patient drooped, moaned, sickened: and neither day nor aid arrived.",13262,13397
20,SMELL,linger,"I cried inwardly, as the night lingered and lingered—as my bleeding patient drooped, moaned, sickened: and neither day nor aid arrived.",13262,13397
20,SMELL,linger,"I cried inwardly, as the night lingered and lingered—as my bleeding patient drooped, moaned, sickened: and neither day nor aid arrived.",13262,13397
20,SOUND,moan,"He moaned so, and looked so weak, wild, and lost, I feared he was dying; and I might not even speak to him.",13654,13763
20,SIGHT,look,"He moaned so, and looked so weak, wild, and lost, I feared he was dying; and I might not even speak to him.",13654,13763
20,SOUND,murmur,"“She bit me,” he murmured.",15414,15440
20,TASTE,bite,"“She bit me,” he murmured.",15414,15440
20,SIGHT,see,"Now, Jane, trip on before us away to the backstairs; unbolt the side-passage door, and tell the driver of the post-chaise you will see in the yard—or just outside, for I told him not to drive his rattling wheels over the pavement—to be ready; we are coming: and, Jane, if any one is about, come to the foot of the stairs and hem.”",19946,20278
20,SOUND,rattle,"Now, Jane, trip on before us away to the backstairs; unbolt the side-passage door, and tell the driver of the post-chaise you will see in the yard—or just outside, for I told him not to drive his rattling wheels over the pavement—to be ready; we are coming: and, Jane, if any one is about, come to the foot of the stairs and hem.”",19946,20278
20,SIGHT,look,"I approached him, and said the gentlemen were coming; he nodded: then I looked carefully round and listened.",20645,20753
20,SOUND,listen,"I approached him, and said the gentlemen were coming; he nodded: then I looked carefully round and listened.",20645,20753
20,SOUND,whisper,"The west wind whispered in the ivy round me; but no gentle Ariel borrowed its breath as a medium of speech: the birds sang in the tree-tops; but their song, however sweet, was inarticulate.",29193,29384
20,SOUND,breath,"The west wind whispered in the ivy round me; but no gentle Ariel borrowed its breath as a medium of speech: the birds sang in the tree-tops; but their song, however sweet, was inarticulate.",29193,29384
20,SOUND,speech,"The west wind whispered in the ivy round me; but no gentle Ariel borrowed its breath as a medium of speech: the birds sang in the tree-tops; but their song, however sweet, was inarticulate.",29193,29384
20,SMELL,breath,"The west wind whispered in the ivy round me; but no gentle Ariel borrowed its breath as a medium of speech: the birds sang in the tree-tops; but their song, however sweet, was inarticulate.",29193,29384
20,SOUND,tone,"“Little friend,” said he, in quite a changed tone—while his face changed too, losing all its softness and gravity, and becoming harsh and sarcastic—“you have noticed my tender penchant for Miss Ingram:",30540,30742
20,SIGHT,notice,"“Little friend,” said he, in quite a changed tone—while his face changed too, losing all its softness and gravity, and becoming harsh and sarcastic—“you have noticed my tender penchant for Miss Ingram:",30540,30742
20,TOUCH,softness,"“Little friend,” said he, in quite a changed tone—while his face changed too, losing all its softness and gravity, and becoming harsh and sarcastic—“you have noticed my tender penchant for Miss Ingram:",30540,30742
20,SOUND,hear,"As I went one way, he went another, and I heard him in the yard, saying cheerfully— “Mason got the start of you all this morning; he was gone before sunrise: I rose at four to see him off.”",31801,31991
20,SIGHT,see,"As I went one way, he went another, and I heard him in the yard, saying cheerfully— “Mason got the start of you all this morning; he was gone before sunrise: I rose at four to see him off.”",31801,31991
21,SIGHT,appearance,"On repairing thither, I found a man waiting for me, having the appearance of a gentleman’s servant: he was dressed in deep mourning, and the hat he held in his hand was surrounded with a crape band.",2049,2249
21,TOUCH,hold,"On repairing thither, I found a man waiting for me, having the appearance of a gentleman’s servant: he was dressed in deep mourning, and the hat he held in his hand was surrounded with a crape band.",2049,2249
21,SIGHT,see,"“Why, you see, Miss Eyre, it is not a common mishap: his life has been very wild: these last three years he gave himself up to strange ways, and his death was shocking.” “I heard from Bessie he was not doing well.” “Doing well!",3192,3421
21,SOUND,hear,"“Why, you see, Miss Eyre, it is not a common mishap: his life has been very wild: these last three years he gave himself up to strange ways, and his death was shocking.” “I heard from Bessie he was not doing well.” “Doing well!",3192,3421
21,SIGHT,look,"She turned as I drew near, and looked at me haughtily: her eyes seemed to demand, “What can the creeping creature want now?” and when I said, in a low voice, “Mr. Rochester,” she made a movement as if tempted to order me away.",6132,6358
21,SIGHT,eye,"She turned as I drew near, and looked at me haughtily: her eyes seemed to demand, “What can the creeping creature want now?” and when I said, in a low voice, “Mr. Rochester,” she made a movement as if tempted to order me away.",6132,6358
21,SOUND,voice,"She turned as I drew near, and looked at me haughtily: her eyes seemed to demand, “What can the creeping creature want now?” and when I said, in a low voice, “Mr. Rochester,” she made a movement as if tempted to order me away.",6132,6358
21,SIGHT,note,"Soon he produced his pocket-book: “Here,” said he, offering me a note; it was fifty pounds, and he owed me but fifteen.",9541,9660
21,SOUND,note,"Soon he produced his pocket-book: “Here,” said he, offering me a note; it was fifty pounds, and he owed me but fifteen.",9541,9660
21,SIGHT,watch,"Old times crowded fast back on me as I watched her bustling about—setting out the tea-tray with her best china, cutting bread and butter, toasting a tea-cake, and, between whiles, giving little Robert or Jane an occasional tap or push, just as she used to give me in former days.",14775,15054
21,TOUCH,tap,"Old times crowded fast back on me as I watched her bustling about—setting out the tea-tray with her best china, cutting bread and butter, toasting a tea-cake, and, between whiles, giving little Robert or Jane an occasional tap or push, just as she used to give me in former days.",14775,15054
21,SOUND,listen,Then I went on to describe to her the gay company that had lately been staying at the house; and to these details Bessie listened with interest: they were precisely of the kind she relished.,15826,16018
21,TASTE,relish,Then I went on to describe to her the gay company that had lately been staying at the house; and to these details Bessie listened with interest: they were precisely of the kind she relished.,15826,16018
21,SOUND,voice,"Eliza’s greeting was delivered in a short, abrupt voice, without a smile; and then she sat down again, fixed her eyes on the fire, and seemed to forget me.",18914,19069
21,SIGHT,eye,"Eliza’s greeting was delivered in a short, abrupt voice, without a smile; and then she sat down again, fixed her eyes on the fire, and seemed to forget me.",18914,19069
21,SOUND,tone,"several commonplaces about my journey, the weather, and so on, uttered in rather a drawling tone: and accompanied by sundry side-glances that measured me from head to foot—now traversing the folds of my drab merino pelisse, and now lingering on the plain trimming of my cottage bonnet.",19108,19393
21,SIGHT,glance,"several commonplaces about my journey, the weather, and so on, uttered in rather a drawling tone: and accompanied by sundry side-glances that measured me from head to foot—now traversing the folds of my drab merino pelisse, and now lingering on the plain trimming of my cottage bonnet.",19108,19393
21,SMELL,linger,"several commonplaces about my journey, the weather, and so on, uttered in rather a drawling tone: and accompanied by sundry side-glances that measured me from head to foot—now traversing the folds of my drab merino pelisse, and now lingering on the plain trimming of my cottage bonnet.",19108,19393
21,SIGHT,look,"A certain superciliousness of look, coolness of manner, nonchalance of tone, express fully their sentiments on the point, without committing them by any positive rudeness in word or deed.",19513,19702
21,SOUND,tone,"A certain superciliousness of look, coolness of manner, nonchalance of tone, express fully their sentiments on the point, without committing them by any positive rudeness in word or deed.",19513,19702
21,SIGHT,see,"“I know she had a particular wish to see me,” I added, “and I would not defer attending to her desire longer than is absolutely necessary.”",20754,20895
21,SOUND,attend,"“I know she had a particular wish to see me,” I added, “and I would not defer attending to her desire longer than is absolutely necessary.”",20754,20895
21,TASTE,bitterness,"I had left this woman in bitterness and hate, and I came back to her now with no other emotion than a sort of ruth for her great sufferings, and a strong yearning to forget and forgive all injuries—to be reconciled and clasp hands in amity.",23023,23265
21,TOUCH,clasp,"I had left this woman in bitterness and hate, and I came back to her now with no other emotion than a sort of ruth for her great sufferings, and a strong yearning to forget and forgive all injuries—to be reconciled and clasp hands in amity.",23023,23265
21,SIGHT,regard,"Again she regarded me so icily, I felt at once that her opinion of me—her feeling towards me—was unchanged and unchangeable.",24184,24308
21,TOUCH,feel,"Again she regarded me so icily, I felt at once that her opinion of me—her feeling towards me—was unchanged and unchangeable.",24184,24308
21,SIGHT,see,But there was something I wished to say—let me see—” The wandering look and changed utterance told what wreck had taken place in her once vigorous frame.,25152,25306
21,SIGHT,look,But there was something I wished to say—let me see—” The wandering look and changed utterance told what wreck had taken place in her once vigorous frame.,25152,25306
21,SOUND,utterance,But there was something I wished to say—let me see—” The wandering look and changed utterance told what wreck had taken place in her once vigorous frame.,25152,25306
21,SIGHT,look,John is sunk and degraded—his look is frightful—I feel ashamed for him when I see him.”,27822,27911
21,SIGHT,see,John is sunk and degraded—his look is frightful—I feel ashamed for him when I see him.”,27822,27911
21,TOUCH,feel,John is sunk and degraded—his look is frightful—I feel ashamed for him when I see him.”,27822,27911
21,SIGHT,survey,"but not quite the thing,” I thought, as I surveyed the effect: “they want more force and spirit;” and I wrought the shades blacker, that the lights might flash more brilliantly—a happy touch or two secured success.",30826,31040
21,SIGHT,light,"but not quite the thing,” I thought, as I surveyed the effect: “they want more force and spirit;” and I wrought the shades blacker, that the lights might flash more brilliantly—a happy touch or two secured success.",30826,31040
21,TOUCH,touch,"but not quite the thing,” I thought, as I surveyed the effect: “they want more force and spirit;” and I wrought the shades blacker, that the lights might flash more brilliantly—a happy touch or two secured success.",30826,31040
21,SOUND,listen,"I was still listening in thought to her well-remembered tones—still picturing her pale and spiritual aspect, her wasted face and sublime gaze, as she lay on her placid deathbed, and whispered her longing to be restored to her divine Father’s bosom—when a feeble voice murmured from the couch behind: “Who is that?” I knew Mrs. Reed had not spoken for days: was she reviving?",40529,40904
21,SOUND,tone,"I was still listening in thought to her well-remembered tones—still picturing her pale and spiritual aspect, her wasted face and sublime gaze, as she lay on her placid deathbed, and whispered her longing to be restored to her divine Father’s bosom—when a feeble voice murmured from the couch behind: “Who is that?” I knew Mrs. Reed had not spoken for days: was she reviving?",40529,40904
21,SIGHT,aspect,"I was still listening in thought to her well-remembered tones—still picturing her pale and spiritual aspect, her wasted face and sublime gaze, as she lay on her placid deathbed, and whispered her longing to be restored to her divine Father’s bosom—when a feeble voice murmured from the couch behind: “Who is that?” I knew Mrs. Reed had not spoken for days: was she reviving?",40529,40904
21,SIGHT,gaze,"I was still listening in thought to her well-remembered tones—still picturing her pale and spiritual aspect, her wasted face and sublime gaze, as she lay on her placid deathbed, and whispered her longing to be restored to her divine Father’s bosom—when a feeble voice murmured from the couch behind: “Who is that?” I knew Mrs. Reed had not spoken for days: was she reviving?",40529,40904
21,SOUND,whisper,"I was still listening in thought to her well-remembered tones—still picturing her pale and spiritual aspect, her wasted face and sublime gaze, as she lay on her placid deathbed, and whispered her longing to be restored to her divine Father’s bosom—when a feeble voice murmured from the couch behind: “Who is that?” I knew Mrs. Reed had not spoken for days: was she reviving?",40529,40904
21,SOUND,voice,"I was still listening in thought to her well-remembered tones—still picturing her pale and spiritual aspect, her wasted face and sublime gaze, as she lay on her placid deathbed, and whispered her longing to be restored to her divine Father’s bosom—when a feeble voice murmured from the couch behind: “Who is that?” I knew Mrs. Reed had not spoken for days: was she reviving?",40529,40904
21,SOUND,murmur,"I was still listening in thought to her well-remembered tones—still picturing her pale and spiritual aspect, her wasted face and sublime gaze, as she lay on her placid deathbed, and whispered her longing to be restored to her divine Father’s bosom—when a feeble voice murmured from the couch behind: “Who is that?” I knew Mrs. Reed had not spoken for days: was she reviving?",40529,40904
21,SOUND,tone,"I could not forget your conduct to me, Jane—the fury with which you once turned on me; the tone in which you declared you abhorred me the worst of anybody in the world; the unchildlike look and voice with which you affirmed that the very thought of me made you sick, and asserted that I had treated you with miserable cruelty.",43525,43851
21,SIGHT,look,"I could not forget your conduct to me, Jane—the fury with which you once turned on me; the tone in which you declared you abhorred me the worst of anybody in the world; the unchildlike look and voice with which you affirmed that the very thought of me made you sick, and asserted that I had treated you with miserable cruelty.",43525,43851
21,SOUND,voice,"I could not forget your conduct to me, Jane—the fury with which you once turned on me; the tone in which you declared you abhorred me the worst of anybody in the world; the unchildlike look and voice with which you affirmed that the very thought of me made you sick, and asserted that I had treated you with miserable cruelty.",43525,43851
21,SIGHT,look,I could not forget my own sensations when you thus started up and poured out the venom of your mind: I felt fear as if an animal that I had struck or pushed had looked up at me with human eyes and cursed me in a man’s voice.—Bring me some water!,43852,44097
21,SIGHT,eye,I could not forget my own sensations when you thus started up and poured out the venom of your mind: I felt fear as if an animal that I had struck or pushed had looked up at me with human eyes and cursed me in a man’s voice.—Bring me some water!,43852,44097
21,TOUCH,sensation,I could not forget my own sensations when you thus started up and poured out the venom of your mind: I felt fear as if an animal that I had struck or pushed had looked up at me with human eyes and cursed me in a man’s voice.—Bring me some water!,43852,44097
21,TOUCH,feel,I could not forget my own sensations when you thus started up and poured out the venom of your mind: I felt fear as if an animal that I had struck or pushed had looked up at me with human eyes and cursed me in a man’s voice.—Bring me some water!,43852,44097
21,SOUND,breath,"She heeded nothing of what I said; but when she had tasted the water and drawn breath, she went on thus— “I tell you I could not forget it; and I took my revenge: for you to be adopted by your uncle, and placed in a state of ease and comfort, was what I could not endure.",44353,44625
21,SMELL,breath,"She heeded nothing of what I said; but when she had tasted the water and drawn breath, she went on thus— “I tell you I could not forget it; and I took my revenge: for you to be adopted by your uncle, and placed in a state of ease and comfort, was what I could not endure.",44353,44625
21,TASTE,taste,"She heeded nothing of what I said; but when she had tasted the water and drawn breath, she went on thus— “I tell you I could not forget it; and I took my revenge: for you to be adopted by your uncle, and placed in a state of ease and comfort, was what I could not endure.",44353,44625
21,SIGHT,regard,"“If you could but be persuaded to think no more of it, aunt, and to regard me with kindness and forgiveness——” “You have a very bad disposition,” said she, “and one to this day I feel it impossible to understand: how for nine years you could be patient and quiescent under any treatment, and in the tenth break out all fire and violence, I can never comprehend.”",45008,45373
21,TOUCH,feel,"“If you could but be persuaded to think no more of it, aunt, and to regard me with kindness and forgiveness——” “You have a very bad disposition,” said she, “and one to this day I feel it impossible to understand: how for nine years you could be patient and quiescent under any treatment, and in the tenth break out all fire and violence, I can never comprehend.”",45008,45373
21,SIGHT,eye,As I laid her down—for I raised her and supported her on my arm while she drank—I covered her ice-cold and clammy hand with mine: the feeble fingers shrank from my touch—the glazing eyes shunned my gaze.,45750,45955
21,SIGHT,gaze,As I laid her down—for I raised her and supported her on my arm while she drank—I covered her ice-cold and clammy hand with mine: the feeble fingers shrank from my touch—the glazing eyes shunned my gaze.,45750,45955
21,TOUCH,cold,As I laid her down—for I raised her and supported her on my arm while she drank—I covered her ice-cold and clammy hand with mine: the feeble fingers shrank from my touch—the glazing eyes shunned my gaze.,45750,45955
21,TOUCH,touch,As I laid her down—for I raised her and supported her on my arm while she drank—I covered her ice-cold and clammy hand with mine: the feeble fingers shrank from my touch—the glazing eyes shunned my gaze.,45750,45955
21,SIGHT,see,"I yet lingered half-an-hour longer, hoping to see some sign of amity: but she gave none.",46305,46393
21,SMELL,linger,"I yet lingered half-an-hour longer, hoping to see some sign of amity: but she gave none.",46305,46393
